Question_EN,Question_TL,Answer,Source,Category,BAAI_documents_retrieved,snowflake_documents_retrieved,multilingual_documents_retrieved
What are the limitations on the free initial parking rate exemption for Persons with Disabilities (PWDs) in Quezon City as described in the ordinance?,Ano ang mga limitasyon sa libreng unang bayad sa paradahan para sa mga Taong may Kapansanan (PWD) sa Lungsod ng Quezon ayon sa ordinansa?,"The free initial parking rate exemption for PWDs in Quezon City does not apply to overnight parking, except in extraordinary circumstances such as emergency confinement in a hospital, civil disturbance, force majeure, or other conditions affecting mobility or posing danger. Additionally, the free parking may be limited to availability and is only applicable to slots open to the public on a first-come-first-served basis. Charges apply for parking exceeding initial hours or in case of a flat rate if parking exceeds four hours.","SP-3234, S-2023",Operative,"[[""SP-3234, S-2023"", ""Operative"", 0.9978044033050537], [""SP-3234, S-2023"", ""Introduction"", 0.5913753509521484], [""SP-2414, S-2015"", ""Operative"", 0.4250320792198181], [""SP-2414, S-2015"", ""Introduction"", 0.4085702896118164], [""SP-2804, S-2018"", ""Operative"", 0.2899436056613922], [""SP-2414, S-2015"", ""Preamble"", 0.288286030292511]]","[[""SP-3234, S-2023"", ""Introduction"", 0.6660010814666748], [""SP-3234, S-2023"", ""Operative"", 0.592002272605896], [""SP-2414, S-2015"", ""Introduction"", 0.557558536529541], [""SP-3165 S-2022"", ""Introduction"", 0.47205525636672974], [""SP-2414, S-2015"", ""Preamble"", 0.4586185812950134], [""SP-3234, S-2023"", ""Preamble"", 0.3302745819091797]]","[[""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-8971, S-2022"", ""Preamble"", 0.36345458030700684], [""SP-0944, S-2000"", ""Operative"", 0.3093854486942291], [""SP-3234, S-2023"", ""Introduction"", 0.28581544756889343], [""SP-3299, S-2024"", ""Operative"", 0.28456398844718933], [""SP-3234, S-2023"", ""Operative"", 0.27488434314727783]]"
What are the consequences if someone installs outdoor media on Quezon City Government property without following the regulations outlined in the ordinance?,Ano ang mga magiging konsekwensya kung may naglagay ng outdoor media sa pag-aari ng Pamahalaang Lungsod ng Quezon City na hindi sumusunod sa mga alituntunin ng ordinansa?,"If someone installs outdoor media in violation of the ordinance, they may face a fine of Five Thousand Pesos (Php5,000.00) or imprisonment for not more than six (6) months, or both, at the court's discretion. Additionally, their business permit and other relevant permits may be revoked. The city also has the authority to remove the illegal media and charge 150% of the regular rental rate for the duration the media was illegally displayed.","SP-3044, S-2021",Operative,"[[""SP-3044, S-2021"", ""Operative"", 0.9620181918144226], [""SP-3044, S-2021"", ""Introduction"", 0.6651251912117004], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3044, S-2021"", ""Preamble"", 0.3987124562263489], [""SP-2695, S-2018"", ""Operative"", 0.38923680782318115]]","[[""SP-3044, S-2021"", ""Introduction"", 0.5714190006256104], [""SP-3044, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-2069, S-2011"", ""Uncategorized"", 0.29263797402381897], [""SP-2863, S-2019"", ""Introduction"", 0.28416141867637634]]","[[""SP-3044, S-2021"", ""Operative"", 0.5963107943534851], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3114, S-2022"", ""Operative"", 0.4539189040660858], [""SP-3044, S-2021"", ""Introduction"", 0.44952619075775146], [""SP-3114, S-2022"", ""Operative"", 0.4415087401866913]]"
What is the effect of extending the validity of business permits and ancillary clearances as described in the ordinance?,Ano ang epekto ng pagpapalawig ng bisa ng mga permit sa negosyo at iba pang kaugnay na klarensiya ayon sa ipinapahayag sa ordinansa?,"The extension of the validity of business permits and ancillary clearances allows businesses to continue operating without needing to immediately renew their permits by payment of taxes for the recently ended quarter, aligning the permit expiration dates with extended tax payment deadlines. This helps ensure that businesses can fully benefit from the tax payment extensions without facing disruptions.","SP-3084, S-2021",Operative,"[[""SP-3084, S-2021"", ""Operative"", 1.0], [""SP-3084, S-2021"", ""Preamble"", 0.7249264121055603], [""SP-3084, S-2021"", ""Introduction"", 0.6624292135238647], [""SP-3013, S-2021"", ""Operative"", 0.3934282660484314], [""SP-3013, S-2021"", ""Preamble"", 0.3451184630393982], [""SP-2139, S-2012"", ""Operative"", 0.2697007656097412], [""SP-3116, S-2022"", ""Operative"", 0.2588779926300049]]","[[""SP-3084, S-2021"", ""Introduction"", 0.718467116355896], [""SP-3084, S-2021"", ""Operative"", 0.5], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.48933514952659607], [""SP-3084, S-2021"", ""Preamble"", 0.4410361051559448], [""SP-3163, S-2022"", ""Preamble"", 0.40396419167518616], [""SP-8990, S-2022"", ""Introduction"", 0.38726821541786194]]","[[""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-3084, S-2021"", ""Preamble"", 0.4781743884086609], [""SP-8971, S-2022"", ""Preamble"", 0.40871837735176086], [""SP-3084, S-2021"", ""Introduction"", 0.3610573410987854], [""SP-3011, S-2021"", ""Operative"", 0.35622265934944153], [""SP-2997, S-2021"", ""Operative"", 0.35218095779418945]]"
What is the significance of Quezon City Council's resolution to honor Agatha Wong for her achievements in the SEA Games?,Ano ang kahalagahan ng resolusyon ng Konseho ng Lungsod ng Quezon na parangalan si Agatha Wong para sa kanyang mga nakamit sa SEA Games?,"The resolution signifies the City's efforts to recognize and honor the hard work, dedication, and success of local athletes like Agatha Wong. It reflects the City's support and pride in its athletes who excel in international competitions, thereby encouraging sports development and cultural pride within the community.","SP-8121, S-2020",Operative,"[[""SP-8121, S-2020"", ""Operative"", 0.8327971696853638], [""SP-8121, S-2020"", ""Preamble"", 0.7022003531455994], [""SP-9010, S-2022"", ""Operative"", 0.49268797039985657], [""SP-9013, S-2022"", ""Operative"", 0.47767236828804016], [""SP-8121, S-2020"", ""Introduction"", 0.46856361627578735], [""SP-7924, S-2019"", ""Operative"", 0.4230645000934601], [""SP-9008, S-2022"", ""Operative"", 0.404392808675766]]","[[""SP-8121, S-2020"", ""Preamble"", 0.6750938892364502], [""SP-0944, S-2000"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Introduction"", 0.4755062758922577], [""SP-2834, S-2019"", ""Preamble"", 0.4568294286727905], [""SP-8999, S-2022"", ""Introduction"", 0.41709980368614197], [""SP-8306, S-2020"", ""Preamble"", 0.3777160942554474], [""SP-3025, S-2021"", ""Preamble"", 0.363460898399353]]","[[""SP-8121, S-2020"", ""Operative"", 0.7339023351669312], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-8121, S-2020"", ""Preamble"", 0.4878741502761841], [""SP-8971, S-2022"", ""Preamble"", 0.4551444351673126], [""SP-3011, S-2021"", ""Operative"", 0.4543531835079193], [""SP-8121, S-2020"", ""Introduction"", 0.43900972604751587], [""SP-3099, S-2022"", ""Operative"", 0.4253665506839752]]"
What are the potential consequences for business owners if they conduct illegal business activities within the designated Discipline Zones in Quezon City?,Ano ang mga posibleng kahihinatnan para sa mga negosyante kung sila ay nagsasagawa ng ilegal na aktibidad pang-negosyo sa loob ng mga itinalagang Discipline Zones sa Quezon City?,"If a business owner or hawker is found conducting illegal business activities within the designated Discipline Zones, their business/hawker's permit may be cancelled. Additionally, appropriate charges and penalties may be filed or imposed on the business owner/operator as provided by law or ordinance.",SP-3165 S-2022,Operative,"[[""SP-3165 S-2022"", ""Introduction"", 0.8780713081359863], [""SP-3165 S-2022"", ""Preamble"", 0.7168687582015991], [""SP-3165 S-2022"", ""Operative"", 0.6389575004577637], [""SP-3233, S-2023"", ""Operative"", 0.5]]","[[""SP-3165 S-2022"", ""Introduction"", 0.8779634833335876], [""SP-3165 S-2022"", ""Preamble"", 0.5808682441711426], [""SP-3233, S-2023"", ""Operative"", 0.5], [""SP-3165 S-2022"", ""Operative"", 0.4958532154560089], [""SP-3165 S-2022"", ""Operative"", 0.28607696294784546], [""SP-8999, S-2022"", ""Introduction"", 0.20777295529842377]]","[[""SP-3165 S-2022"", ""Introduction"", 0.7914845943450928], [""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3114, S-2022"", ""Operative"", 0.4590933918952942], [""SP-3114, S-2022"", ""Operative"", 0.4409220218658447], [""SP-3165 S-2022"", ""Preamble"", 0.42995691299438477], [""SP-3165 S-2022"", ""Operative"", 0.4060981273651123]]"
"What is the significance of complying with Ordinance No. SP-56, S-93, Presidential Decree No. 957, and Ordinance No. SP-2771, Section 4.1 Balance Housing for the Isidora Townhouse Project?","Ano ang kahalagahan ng pagsunod sa Ordinansa Blg. SP-56, S-93, Presidential Decree No. 957, at Ordinansa Blg. SP-2771, Seksyon 4.1 Balance Housing para sa Proyektong Isidora Townhouse?","Complying with these ordinances and decrees ensures that the Isidora Townhouse Project meets the legal, safety, and regulatory standards required for subdivision developments in Quezon City. This compliance helps protect the rights and interests of future buyers, ensures the project's alignment with city planning requirements, and guarantees the provision of balanced housing development as mandated by local laws.","SP-3004, S-2021",Operative,"[[""SP-3004, S-2021"", ""Operative"", 0.986182451248169], [""SP-3004, S-2021"", ""Introduction"", 0.9611591100692749], [""SP-3156, S-2022"", ""Preamble"", 0.33936601877212524], [""Sp-8694, s-2021"", ""Preamble"", 0.26650309562683105], [""Sp-8694, s-2021"", ""Introduction"", 0.24020519852638245], [""SP-3098, S-2022"", ""Introduction"", 0.2157524973154068], [""SP-3125, S-2022"", ""Introduction"", 0.21191628277301788]]","[[""SP-3004, S-2021"", ""Operative"", 0.5], [""SP-3163, S-2022"", ""Preamble"", 0.5], [""SP-3004, S-2021"", ""Introduction"", 0.4975880980491638], [""SP-8990, S-2022"", ""Introduction"", 0.33814528584480286], [""SP-1189, S-2002"", ""Introduction"", 0.32595929503440857], [""SP-1917, S-2009"", ""Introduction"", 0.2863980829715729], [""SP-2445, S-2015"", ""Preamble"", 0.2806323766708374]]","[[""SP-3004, S-2021"", ""Operative"", 1.0], [""SP-3004, S-2021"", ""Introduction"", 0.8429616689682007], [""SP-3156, S-2022"", ""Introduction"", 0.4810023307800293], [""SP-3160, S-2022"", ""Introduction"", 0.47930222749710083], [""SP-1917, S-2009"", ""Introduction"", 0.460273802280426], [""SP-3099, S-2022"", ""Introduction"", 0.43169283866882324], [""SP-1597, S-2005"", ""Introduction"", 0.36814746260643005]]"
What is the purpose of authorizing the City Mayor to accept donations for the construction and rehabilitation of handwashing and drinking facilities?,Ano ang layunin ng pagbibigay awtorisasyon sa Punong Lungsod na tumanggap ng donasyon para sa pagtatayo at rehabilitasyon ng mga pasilidad para sa paghuhugas ng kamay at pag-inom ng tubig?,"The purpose of authorizing the City Mayor to accept donations is to facilitate the construction and installation of new handwashing and drinking facilities, as well as the rehabilitation of existing handwashing facilities within the Quezon City Hall Compound. This aims to provide access to clean and potable water, thereby promoting proper sanitation for the community, especially during the time of the COVID-19 pandemic.","SP-8564, S-2021",Operative,"[[""SP-8564, S-2021"", ""Introduction"", 1.0], [""SP-8564, S-2021"", ""Operative"", 0.9088382124900818], [""SP-8564, S-2021"", ""Preamble"", 0.687712550163269], [""SP-8565, S-2021"", ""Introduction"", 0.4615190029144287], [""SP-8565, S-2021"", ""Operative"", 0.37670934200286865], [""SP-2503, S-2016"", ""Operative"", 0.219603031873703], [""SP-8565, S-2021"", ""Preamble"", 0.21026194095611572]]","[[""SP-8564, S-2021"", ""Introduction"", 0.7846491932868958], [""SP-3166 S-2022"", ""Preamble"", 0.5], [""SP-8564, S-2021"", ""Operative"", 0.4585316479206085], [""SP-8564, S-2021"", ""Preamble"", 0.432275652885437], [""SP-3165 S-2022"", ""Introduction"", 0.39157819747924805], [""SP-2445, S-2015"", ""Preamble"", 0.3863646388053894], [""SP-1986, S-2009"", ""Introduction"", 0.3470717668533325]]","[[""SP-8971, S-2022"", ""Preamble"", 0.6043327450752258], [""SP-3114, S-2022"", ""Operative"", 0.5], [""SP-8564, S-2021"", ""Operative"", 0.5], [""SP-8565, S-2021"", ""Operative"", 0.48311647772789], [""SP-8564, S-2021"", ""Introduction"", 0.4577611982822418], [""SP-8565, S-2021"", ""Introduction"", 0.42022860050201416], [""SP-3011, S-2021"", ""Operative"", 0.39834949374198914]]"
"What are the requirements for business owners to benefit from the waiver of penalties, surcharges, and interests on unpaid business taxes for 2021 and prior years?","Ano ang mga kinakailangan para sa mga may-ari ng negosyo upang makinabang sa pagsasawalang-bahala ng mga multa, dagdag-bayad, at interes sa mga hindi pa nababayarang buwis sa negosyo para sa 2021 at mga nakaraang taon?","To benefit from the waiver, business owners must update their unpaid business taxes by paying all dues for 2021 and prior years no later than December 31, 2022. Alternatively, they can choose to pay in installments, provided the first installment is made by December 31, 2022. The waiver does not apply to businesses that plan to retire under specific provisions of the Quezon City Revenue Code.","SP-3068, S-2021",Operative,"[[""SP-3068, S-2021"", ""Operative"", 0.9450347423553467], [""SP-3068, S-2021"", ""Introduction"", 0.7436567544937134], [""SP-3020, S-2021"", ""Preamble"", 0.6317669153213501], [""SP-3068, S-2021"", ""Preamble"", 0.4735705554485321], [""SP-3084, S-2021"", ""Preamble"", 0.45170527696609497], [""SP-3020, S-2021"", ""Operative"", 0.41223374009132385]]","[[""SP-3068, S-2021"", ""Introduction"", 0.6939845085144043], [""SP-3020, S-2021"", ""Preamble"", 0.5], [""SP-3068, S-2021"", ""Operative"", 0.4926529824733734], [""SP-3068, S-2021"", ""Preamble"", 0.4646785855293274], [""SP-3020, S-2021"", ""Introduction"", 0.4423491954803467], [""SP-3084, S-2021"", ""Preamble"", 0.2722359895706177]]","[[""SP-3011, S-2021"", ""Operative"", 0.5], [""SP-3084, S-2021"", ""Preamble"", 0.5], [""SP-3021, S-2021"", ""Preamble"", 0.4714221656322479], [""SP-3114, S-2022"", ""Operative"", 0.44694408774375916], [""SP-3020, S-2021"", ""Operative"", 0.4441125690937042], [""SP-3020, S-2021"", ""Introduction"", 0.4346475899219513], [""SP-3068, S-2021"", ""Introduction"", 0.40186312794685364]]"
What is the significance of changing the permit from operating electronic games (E-Games) to electronic bingo (E-Bingo) and traditional bingo?,Ano ang kahalagahan ng pagpapalit ng permit mula sa pagpapatakbo ng electronic games (E-Games) patungo sa electronic bingo (E-Bingo) at tradisyonal na bingo?,The significance of changing the permit from operating electronic games to electronic bingo and traditional bingo likely affects the type of games that can be legally offered at the establishment. This change may impact the establishment's target audience and the regulatory requirements they must follow as bingo might have different rules or appeal to different customers compared to general electronic games.,"SP-8973, S-2022",Introduction,"[[""SP-8978, S-2022"", ""Introduction"", 0.9948374032974243], [""SP-8978, S-2022"", ""Operative"", 0.9764019250869751], [""SP-8973, S-2022"", ""Introduction"", 0.949256181716919], [""SP-8977, S-2022"", ""Introduction"", 0.9206192493438721], [""SP-8973, S-2022"", ""Operative"", 0.8912952542304993], [""SP-8973, S-2022"", ""Preamble"", 0.8581712245941162], [""SP-8977, S-2022"", ""Operative"", 0.8537869453430176]]","[[""SP-8978, S-2022"", ""Preamble"", 0.7954663038253784], [""SP-8973, S-2022"", ""Preamble"", 0.7543805837631226], [""SP-8977, S-2022"", ""Preamble"", 0.6922114491462708], [""SP-8978, S-2022"", ""Introduction"", 0.6475992202758789], [""SP-2641, S-2017"", ""Introduction"", 0.5479506850242615], [""SP-8978, S-2022"", ""Operative"", 0.5465662479400635], [""SP-3163, S-2022"", ""Preamble"", 0.5235233306884766]]","[[""SP-8978, S-2022"", ""Preamble"", 0.9706889390945435], [""SP-8978, S-2022"", ""Operative"", 0.9581781029701233], [""SP-8978, S-2022"", ""Introduction"", 0.942226767539978], [""SP-8973, S-2022"", ""Operative"", 0.9135822057723999], [""SP-8977, S-2022"", ""Operative"", 0.9027702808380127], [""SP-8973, S-2022"", ""Introduction"", 0.8537079095840454], [""SP-8977, S-2022"", ""Introduction"", 0.8379880785942078]]"
"What does it mean for a construction project to be granted a ""Certificate of Exception"" under a zoning ordinance?","Ano ang kahulugan ng pagkakaloob ng ""Certificate of Exception"" para sa isang proyekto ng konstruksiyon sa ilalim ng zoning ordinance?","A ""Certificate of Exception"" allows a construction project to deviate from the established restrictions of a zoning ordinance. In this case, it permits the construction of a commercial complex in an area classified as a High Density Residential Zone, which typically would not allow such development without special authorization from the city council.","SP-8997, S-2022",Preamble,"[[""SP-8979, S-2022"", ""Preamble"", 1.0], [""SP-8981, S-2022"", ""Preamble"", 0.8617563247680664], [""SP-8997, S-2022"", ""Preamble"", 0.8606997132301331], [""SP-8981-S-2022"", ""Preamble"", 0.8415650129318237], [""SP-8980, S-2022"", ""Preamble"", 0.7645366787910461], [""SP-8979, S-2022"", ""Introduction"", 0.7612059116363525], [""SP-8980, S-2022"", ""Introduction"", 0.7228695154190063]]","[[""Sp-8694, s-2021"", ""Preamble"", 0.5993573665618896], [""SP-8979, S-2022"", ""Preamble"", 0.5847657322883606], [""SP-8981, S-2022"", ""Preamble"", 0.5638073086738586], [""SP-3165 S-2022"", ""Introduction"", 0.5], [""SP-8997, S-2022"", ""Preamble"", 0.49371716380119324], [""SP-3166 S-2022"", ""Preamble"", 0.4373001456260681], [""SP-8980, S-2022"", ""Preamble"", 0.4052621126174927]]","[[""SP-8981, S-2022"", ""Preamble"", 0.7254126071929932], [""SP-8979, S-2022"", ""Preamble"", 0.6908013820648193], [""SP-8997, S-2022"", ""Preamble"", 0.6544129252433777], [""SP-8979, S-2022"", ""Operative"", 0.6066872477531433], [""SP-8981, S-2022"", ""Introduction"", 0.5943270921707153], [""SP-8997, S-2022"", ""Operative"", 0.5878915190696716], [""SP-9371, S-2023"", ""Preamble"", 0.5791506171226501]]"
